isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,isbn_x,isbn_y,anger,disgust,fear,joy,neutral,sadness,surprise
9780192807298,0192807293,The Picture of Dorian Gray,Oscar Wilde,Fiction,http://books.google.com/books/content?id=Us0gTQUSAvsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When Dorian Gray has his portrait painted, he is captivated by his own beauty. Set in fin-de-siecle London, this novel traces a path from the studio of painter Basil Hallward to the opium dens of the East End. Combining elements of the supernatural, aestheticism, and the Gothic, this is a work of fiction.",2006.0,4.07,229.0,1079.0,The Picture of Dorian Gray,"9780192807298When Dorian Gray has his portrait painted, he is captivated by his own beauty. Set in fin-de-siecle London, this novel traces a path from the studio of painter Basil Hallward to the opium dens of the East End. Combining elements of the supernatural, aestheticism, and the Gothic, this is a work of fiction.",Fiction,,,0.0641336739063263,0.6362361311912537,0.18587319552898407,0.8675097227096558,0.569406270980835,0.11169024556875229,0.1310845911502838
9780192822758,0192822756,Confessions,Jean-Jacques Rousseau,Literary Criticism,http://books.google.com/books/content?id=ZinPjKdL9mEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When it was first published in 1781, The Confessions scandalised Europe with its emotional honesty and frank treatment of the author's sexual and intellectual development. Since then, it has had a more profound impact on European thought. Rousseau left posterity a model of the reflective life - the solitary, uncompromising individual, the enemy of servitude and habit and the selfish egoist who dedicates his life to a particular ideal. The Confessions recreates the world in which he progressed from incompetent engraver to grand success; his enthusiasm for experience, his love of nature, and his uncompromising character make him an ideal guide to eighteenth-century Europe, and he was the author of some of the most profound work ever written on the relation between the individual and the state.",2000.0,3.62,676.0,4755.0,Confessions,"9780192822758When it was first published in 1781, The Confessions scandalised Europe with its emotional honesty and frank treatment of the author's sexual and intellectual development. Since then, it has had a more profound impact on European thought. Rousseau left posterity a model of the reflective life - the solitary, uncompromising individual, the enemy of servitude and habit and the selfish egoist who dedicates his life to a particular ideal. The Confessions recreates the world in which he progressed from incompetent engraver to grand success; his enthusiasm for experience, his love of nature, and his uncompromising character make him an ideal guide to eighteenth-century Europe, and he was the author of some of the most profound work ever written on the relation between the individual and the state.",Nonfiction,,,0.14663934707641602,0.9418922066688538,0.10021031647920609,0.6789386868476868,0.5657822489738464,0.11169024556875229,0.22075600922107697
9780192822895,0192822896,La Débâcle,Emile Zola;Elinor Dorday;Robert Lethbridge,Fiction,http://books.google.com/books/content?id=GxNnSTI4YJsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Zola wrote that 'my title speaks not merely of a war, but also of the crumbling of a regime and the end of a world'. The penultimate novel of the Rougon-Macquart cycle, La Debacle (1892) takes as its subject the dramatic events of the Franco-Prussian War and the Commune of 1870-71. During Zola's lifetime it was the bestselling of all his novels, praised by contemporaries for its epic sweep as well as its attention to historical detail. The novel seeks to explain why the Second Empire ended in a crushing military defeat and revolutionary violence. It focuses on ordinary soldiers, showing their bravery and suffering in the midst of circumstances they cannot control. Zola's descriptions are some of the most powerful he ever wrote. He skilfully integrates his narrative of events and the fictional lives of his characters to provide the finest account of this tragic chapter in the history of France. Often compared to War and Peace, La Debacle has been described as a 'seminal' work for all modern depictions of war.",2000.0,3.99,592.0,763.0,La Débâcle,"9780192822895Zola wrote that 'my title speaks not merely of a war, but also of the crumbling of a regime and the end of a world'. The penultimate novel of the Rougon-Macquart cycle, La Debacle (1892) takes as its subject the dramatic events of the Franco-Prussian War and the Commune of 1870-71. During Zola's lifetime it was the bestselling of all his novels, praised by contemporaries for its epic sweep as well as its attention to historical detail. The novel seeks to explain why the Second Empire ended in a crushing military defeat and revolutionary violence. It focuses on ordinary soldiers, showing their bravery and suffering in the midst of circumstances they cannot control. Zola's descriptions are some of the most powerful he ever wrote. He skilfully integrates his narrative of events and the fictional lives of his characters to provide the finest account of this tragic chapter in the history of France. Often compared to War and Peace, La Debacle has been described as a 'seminal' work for all modern depictions of war.",Fiction,,,0.15695801377296448,0.37118208408355713,0.33866435289382935,0.7305356860160828,0.8740886449813843,0.47859442234039307,0.4854055643081665
9780192823311,0192823310,Four Gothic Novels,Horace Walpole;William Beckford;Matthew Lewis;Mary W. Shelley,,http://books.google.com/books/content?id=dADYAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Macabre and melodramatic, set in haunted castles or fantastic landscapes, Gothic tales became fashionable in the late eighteenth century with the publication of Horace Walpole's The Castle of Otranto (1764). Crammed with catastrophe, terror, and ghostly interventions, the novel was an immediate success, and influenced numerous followers. These include William Beckford's Vathek (1786), which alternates grotesque comedy with scenes of exotic magnificence in the story of the ruthless Caliph Vathek's journey to damnation. The Monk (1796), by Matthew Lewis, is a violent tale of ambition, murder, and incest, set in the sinister monastery of the Capuchins in Madrid. Frankenstein (1818, 1831) is Mary Shelley's disturbing and perennially popular tale of young student who learns the secret of giving life to a creature made from human relics, with horrific consequences. This collection illustrates the range and the attraction of the Gothic novel. Extreme and sensational, each of the four printed here is also a powerful psychological story of isolation and monomania.",1994.0,3.95,624.0,143.0,Four Gothic Novels: The Castle of Otranto; Vathek; The Monk; Frankenstein,"9780192823311Macabre and melodramatic, set in haunted castles or fantastic landscapes, Gothic tales became fashionable in the late eighteenth century with the publication of Horace Walpole's The Castle of Otranto (1764). Crammed with catastrophe, terror, and ghostly interventions, the novel was an immediate success, and influenced numerous followers. These include William Beckford's Vathek (1786), which alternates grotesque comedy with scenes of exotic magnificence in the story of the ruthless Caliph Vathek's journey to damnation. The Monk (1796), by Matthew Lewis, is a violent tale of ambition, murder, and incest, set in the sinister monastery of the Capuchins in Madrid. Frankenstein (1818, 1831) is Mary Shelley's disturbing and perennially popular tale of young student who learns the secret of giving life to a creature made from human relics, with horrific consequences. This collection illustrates the range and the attraction of the Gothic novel. Extreme and sensational, each of the four printed here is also a powerful psychological story of isolation and monomania.",,,,0.0641336739063263,0.9263572096824646,0.9838286638259888,0.4314812123775482,0.5494765043258667,0.11169024556875229,0.10674532502889633
9780192824257,0192824252,The Histories,Herodotus,History,http://books.google.com/books/content?id=VrV5TELCHJ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides a new translation of the classic account of the wars between the Greek city-states and Persia, and of the culture of the peoples who took part",1998.0,3.98,772.0,265.0,The Histories,"9780192824257Provides a new translation of the classic account of the wars between the Greek city-states and Persia, and of the culture of the peoples who took part",Nonfiction,,,0.004502576310187578,0.005671481601893902,0.0011907791486009955,0.019186045974493027,0.9450054168701172,0.0026914842892438173,0.021752091124653816
9780192824547,0192824546,The First Philosophers,Robin Waterfield,Philosophy,http://books.google.com/books/content?id=fiDWoqLUW9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A complete collection of philosophical writing of the Presocratics and Sophists, this book shows how ""the first philosophers"" paved the way for Plato and Aristotle, hence influencing the whole of Western thought.",2000.0,3.93,400.0,303.0,The First Philosophers: The Presocratics and Sophists,"9780192824547A complete collection of philosophical writing of the Presocratics and Sophists, this book shows how ""the first philosophers"" paved the way for Plato and Aristotle, hence influencing the whole of Western thought.",Nonfiction,,,0.0641336739063263,0.10400678217411041,0.051362860947847366,0.04056445509195328,0.8480008840560913,0.11169024556875229,0.09635790437459946
9780192831873,0192831879,The Antiquary,Sir Walter Scott,Fiction,http://books.google.com/books/content?id=AcdCn8k3H1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'It was early in a fine summer's day, near the end of the eighteenth century, when a young man, of genteel appearance, having occasion to go towards the north-east of Scotland, provided himself with a ticket in one of those public carriages which travel between Edinburgh and the Queensferry...' So begins Scott's personal favourite among his novels, in characteristically wry and urbane style, as a mysterious young man calling himself 'Lovel' travels idly but fatefully toward the Scottish seaside town of Fairport. Here he is befriended by the antiquary Jonathan Oldbuck, who has taken refuge from his own personal disappointments in the obsessive study of miscellaneous history. Their slow unravelling of Lovel's true identity will unearth and redeem the secrets and lies which have devastated the guilt-haunted Earl of Glenallan, and will reinstate the tottering fortunes of Sir Arthur Wardour and his daughter Isabella. First published in 1816 in the aftermath of Waterloo, The Antiquary deals with the problem of how to understand the past so as to enable the future. Set in the tense times of the wars with revolutionary France, it displays Scott's matchless skill at painting the social panorama and in creating vivid characters, from the earthy beggar Edie Ochiltree to the loqacious and shrewdly humorous Antiquary himself. The text is based on Scott's own final, authorized version, the 'Magnum Opus' edition of 1829.",2002.0,3.85,528.0,339.0,The Antiquary,"9780192831873'It was early in a fine summer's day, near the end of the eighteenth century, when a young man, of genteel appearance, having occasion to go towards the north-east of Scotland, provided himself with a ticket in one of those public carriages which travel between Edinburgh and the Queensferry...' So begins Scott's personal favourite among his novels, in characteristically wry and urbane style, as a mysterious young man calling himself 'Lovel' travels idly but fatefully toward the Scottish seaside town of Fairport. Here he is befriended by the antiquary Jonathan Oldbuck, who has taken refuge from his own personal disappointments in the obsessive study of miscellaneous history. Their slow unravelling of Lovel's true identity will unearth and redeem the secrets and lies which have devastated the guilt-haunted Earl of Glenallan, and will reinstate the tottering fortunes of Sir Arthur Wardour and his daughter Isabella. First published in 1816 in the aftermath of Waterloo, The Antiquary deals with the problem of how to understand the past so as to enable the future. Set in the tense times of the wars with revolutionary France, it displays Scott's matchless skill at painting the social panorama and in creating vivid characters, from the earthy beggar Edie Ochiltree to the loqacious and shrewdly humorous Antiquary himself. The text is based on Scott's own final, authorized version, the 'Magnum Opus' edition of 1829.",Fiction,,,0.38932788372039795,0.2026689499616623,0.9535608291625977,0.8970819711685181,0.9536840915679932,0.23269693553447723,0.07876549661159515
9780192832436,0192832433,Exemplary Stories,Miguel de Cervantes Saavedra;Lesley Lipson,Fiction,http://books.google.com/books/content?id=62hVBuGPwy4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Even more popular in their day than Don Quixote, Cervantes's Exemplary Stories (1613) surprise, challenge and delight. Ranging from the picaresque to the satirical, Cervantes's Exemplary Stories defy the conventions of heroic chivalric literature through a combination of comic irony, moral ambiguity, realism, and sheer mirth. With acute narrative skill and deft characterisation, drawing on colloquial language and farce, Cervantes creates a tension between the everyday and the literary, the plausible and the improbable. While encouraging us to reach our own moral conclusions, he also persuades us to accept the coincidental and the incredible: two boys indulge their life of crime at a time of public prayer; a young nobleman undergoes a change of identity at the behest of not a princess but a mere gipsy girl, and, most fantastically, talking dogs philosophize in a ward full of syphilitics. By placing the extraordinary within the contexts of the ordinary, the Exemplary Stories chart new novelistic territory and demonstrate Cervantes at his most imaginative and innovative. This new translation captures the full vigour of Cervantes's wit and makes available two rarely printed tales, `The Illustrious Kitchen Maid' and `The Power of Blood'.",1998.0,3.73,368.0,777.0,Exemplary Stories,"9780192832436Even more popular in their day than Don Quixote, Cervantes's Exemplary Stories (1613) surprise, challenge and delight. Ranging from the picaresque to the satirical, Cervantes's Exemplary Stories defy the conventions of heroic chivalric literature through a combination of comic irony, moral ambiguity, realism, and sheer mirth. With acute narrative skill and deft characterisation, drawing on colloquial language and farce, Cervantes creates a tension between the everyday and the literary, the plausible and the improbable. While encouraging us to reach our own moral conclusions, he also persuades us to accept the coincidental and the incredible: two boys indulge their life of crime at a time of public prayer; a young nobleman undergoes a change of identity at the behest of not a princess but a mere gipsy girl, and, most fantastically, talking dogs philosophize in a ward full of syphilitics. By placing the extraordinary within the contexts of the ordinary, the Exemplary Stories chart new novelistic territory and demonstrate Cervantes at his most imaginative and innovative. This new translation captures the full vigour of Cervantes's wit and makes available two rarely printed tales, `The Illustrious Kitchen Maid' and `The Power of Blood'.",Fiction,,,0.0641336739063263,0.10400678217411041,0.11645429581403732,0.9602601528167725,0.5494765043258667,0.11169024556875229,0.802858829498291
9780192832603,0192832603,Orestes and Other Plays,Euripides;James Morwood,Literary Criticism,http://books.google.com/books/content?id=gX1G3qlyMK0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"IonOrestesThe Phoenician WomenThe Suppliant WomenIn these four plays Euripides explores ethical and political themes,contrasting the claims of patriotism with family loyalty, pragmatism and expediency with justice, and the idea that 'might is right' with the ideal of clemency.Ion is a vivid portrait of the role of chance in human life and an exploration of family relationships, which combines a sympathetic portrait of a rape victim with remarks on Athenian xenophobia. In Orestes, the most popular of the tragedian's plays in the ancient world, Euripides explores theemotional consequences of Orestes' murder of his mother on the individuals concerned, and makes the tale resonate with advice to Athens about the threat to democracy posed by political pressure groups. The Suppliant Women is a commentary on the politics of empire, as the Athenian king Theseusdecides to use force of arms rather than persuasion against Thebes. The Phoenician Women transforms the terrible conflict between Oedipus' sons into one of the most savage indictments of civil war in Western literature by highlighting the personal tragedy it brings.",2001.0,4.07,282.0,146.0,Orestes and Other Plays,"9780192832603IonOrestesThe Phoenician WomenThe Suppliant WomenIn these four plays Euripides explores ethical and political themes,contrasting the claims of patriotism with family loyalty, pragmatism and expediency with justice, and the idea that 'might is right' with the ideal of clemency.Ion is a vivid portrait of the role of chance in human life and an exploration of family relationships, which combines a sympathetic portrait of a rape victim with remarks on Athenian xenophobia. In Orestes, the most popular of the tragedian's plays in the ancient world, Euripides explores theemotional consequences of Orestes' murder of his mother on the individuals concerned, and makes the tale resonate with advice to Athens about the threat to democracy posed by political pressure groups. The Suppliant Women is a commentary on the politics of empire, as the Athenian king Theseusdecides to use force of arms rather than persuasion against Thebes. The Phoenician Women transforms the terrible conflict between Oedipus' sons into one of the most savage indictments of civil war in Western literature by highlighting the personal tragedy it brings.",Nonfiction,,,0.2417418211698532,0.33783653378486633,0.4668833017349243,0.15107379853725433,0.5588989853858948,0.46244776248931885,0.07876549661159515
9780192832979,0192832972,Jane Austen's Letters,Jane Austen,Fiction,http://books.google.com/books/content?id=68O6taFYp70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jane Austen's letters afford a unique insight into the daily life of the novelist: intimate and gossipy, observant and informative--they read much like the novels themselves. They bring alive her family and friends, her surroundings and contemporary events with a freshness unparalleled in modern biographies. Above all we recognize the unmistakable voice of the author of such novels as Pride and Prejudice and Sense and Sensibility. We see the shift in her writing from witty and amusing descriptions of the social life of town and country, to a thoughtful and constructive tone while writing about the business of literary composition. R.W. Chapman's ground-breaking edition of the collected Letters first appeared in 1932, and a second edition followed twenty years later. Now in this third edition of Jane Austen's Letters, Deirdre Le Faye has added new material that has come to light since 1952, and re-ordered the letters into their correct chronological sequence. She has provided discreet and full annotation to each letter, including its provenance, and information on the watermarks, postmarks, and other physical details of the manuscripts, together with new biographical, topographical, and general indexes. Teachers, students, and fans of Jane Austen, at all levels, will find remarkable insight into one of the most popular novelists ever.",1997.0,4.15,672.0,2211.0,Jane Austen's Letters,"9780192832979Jane Austen's letters afford a unique insight into the daily life of the novelist: intimate and gossipy, observant and informative--they read much like the novels themselves. They bring alive her family and friends, her surroundings and contemporary events with a freshness unparalleled in modern biographies. Above all we recognize the unmistakable voice of the author of such novels as Pride and Prejudice and Sense and Sensibility. We see the shift in her writing from witty and amusing descriptions of the social life of town and country, to a thoughtful and constructive tone while writing about the business of literary composition. R.W. Chapman's ground-breaking edition of the collected Letters first appeared in 1932, and a second edition followed twenty years later. Now in this third edition of Jane Austen's Letters, Deirdre Le Faye has added new material that has come to light since 1952, and re-ordered the letters into their correct chronological sequence. She has provided discreet and full annotation to each letter, including its provenance, and information on the watermarks, postmarks, and other physical details of the manuscripts, together with new biographical, topographical, and general indexes. Teachers, students, and fans of Jane Austen, at all levels, will find remarkable insight into one of the most popular novelists ever.",Fiction,,,0.0711265355348587,0.10400678217411041,0.07392163574695587,0.6657546758651733,0.9246059060096741,0.2702794075012207,0.762333333492279
9780192833006,0192833006,Agricola and Germany,Tacitus,Literary Collections,http://books.google.com/books/content?id=wS7IJv3jq7IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cornelius Tacitus, Rome's greatest historian, was inspired to take up his pen when the assassination of Domitian ended `fifteen years of enforced silence'. Agricola is the biography of his late father-in-law and an account of Roman Britain. Germania gives insight into Rome's most dangerous enemies, the Germans, and is the only surviving specimen from the ancient world of an ethnographic study. Each in its way has had immense influence on our perception of Rome and the northern `barbarians' and the edition reflects recent research in Roman-British and Roman-German history. - ;`Long may the barbarians continue, I pray, if not to love us, at least to hate one another.' Cornelius Tacitus, Rome's greatest historian and the last great writer of classical Latin prose, produced his first two books in AD 98. He was inspired to take up his pen when the assassination of Domitian ended `fifteen years of enforced silence'. The first products were brief: the biography of his late father-in-law Julius Agricola and an account of Rome's most dangerous enemies, the Germans. Since Agricola's claim to fame was that as governor for seven years he had completed the conquest of Britain, begun four decades earlier, much of the first work is devoted to Britain and its people. The second is the only surviving specimen from the ancient world of an ethnographic study. Each in its way has had immense influence on our perception of Rome and the northern `barbarians'. This edition reflects recent research in Roman-British and Roman-German history and includes newly discovered evidence on Tacitus' early career. -",1999.0,3.98,224.0,25.0,Agricola and Germany,"9780192833006Cornelius Tacitus, Rome's greatest historian, was inspired to take up his pen when the assassination of Domitian ended `fifteen years of enforced silence'. Agricola is the biography of his late father-in-law and an account of Roman Britain. Germania gives insight into Rome's most dangerous enemies, the Germans, and is the only surviving specimen from the ancient world of an ethnographic study. Each in its way has had immense influence on our perception of Rome and the northern `barbarians' and the edition reflects recent research in Roman-British and Roman-German history. - ;`Long may the barbarians continue, I pray, if not to love us, at least to hate one another.' Cornelius Tacitus, Rome's greatest historian and the last great writer of classical Latin prose, produced his first two books in AD 98. He was inspired to take up his pen when the assassination of Domitian ended `fifteen years of enforced silence'. The first products were brief: the biography of his late father-in-law Julius Agricola and an account of Rome's most dangerous enemies, the Germans. Since Agricola's claim to fame was that as governor for seven years he had completed the conquest of Britain, begun four decades earlier, much of the first work is devoted to Britain and its people. The second is the only surviving specimen from the ancient world of an ethnographic study. Each in its way has had immense influence on our perception of Rome and the northern `barbarians'. This edition reflects recent research in Roman-British and Roman-German history and includes newly discovered evidence on Tacitus' early career. -",,,,0.5474905967712402,0.22418320178985596,0.47993311285972595,0.45315679907798767,0.9431899785995483,0.19777540862560272,0.10885840654373169
9780192833075,0192833073,Miss Or Mrs?,Wilkie Collins,Fiction,http://books.google.com/books/content?id=GKeGDDgp9oYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"B`..melodrama is perennial and the craving for it is perennial and must be satisfied' T. S. Eliot ('Wilkie Collins and Dickens') Collins's ability to construct a gripping situation and to create an atmosphere of mystery and menace is fully evident in the three novellas reprinted here. All proceed through a series of dramatic scenes to a climax that in one case at least is literally explosive. The fast-paced Miss or Mrs? (1871) opens on a yacht, features a remarkably unconventional heroine, and entails murder attempts, blackmail, clandestine marriage and commercial fraud. Dramatic and psychologically absorbing, the action of The Haunted Hotel (1878) takes place in an ancient Venetian palazzo converted into a modern hotel that houses a grisly secreI. Lastly, set in a beautiful water-mill, The Guilty River (1886) depicts a group of alienated characters, whose relationships threaten to erupt in violence and murder. Varied in setting and tone, these stories demonstrate Collins's plot-making skill at its most succinct and intricate. *Introduction * Textual Note * Bibliography * Chronology * * Explanatory Notes *Appendix: Collins's prefaces",1999.0,3.79,360.0,170.0,Miss Or Mrs?: The Haunted Hotel ; The Guilty River,"9780192833075B`..melodrama is perennial and the craving for it is perennial and must be satisfied' T. S. Eliot ('Wilkie Collins and Dickens') Collins's ability to construct a gripping situation and to create an atmosphere of mystery and menace is fully evident in the three novellas reprinted here. All proceed through a series of dramatic scenes to a climax that in one case at least is literally explosive. The fast-paced Miss or Mrs? (1871) opens on a yacht, features a remarkably unconventional heroine, and entails murder attempts, blackmail, clandestine marriage and commercial fraud. Dramatic and psychologically absorbing, the action of The Haunted Hotel (1878) takes place in an ancient Venetian palazzo converted into a modern hotel that houses a grisly secreI. Lastly, set in a beautiful water-mill, The Guilty River (1886) depicts a group of alienated characters, whose relationships threaten to erupt in violence and murder. Varied in setting and tone, these stories demonstrate Collins's plot-making skill at its most succinct and intricate. *Introduction * Textual Note * Bibliography * Chronology * * Explanatory Notes *Appendix: Collins's prefaces",Fiction,,,0.5150265097618103,0.13661517202854156,0.749537467956543,0.29319271445274353,0.9292892813682556,0.2085016518831253,0.16574519872665405
9780192833600,019283360X,The Canterbury Tales,Geoffrey Chaucer;David Wright,Poetry,http://books.google.com/books/content?id=5WkDQniy5awC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Provides a modern verse translation of the story of a group of pilgrims who pass the time during their journey by telling each other tales,1998.0,3.49,465.0,249.0,The Canterbury Tales,9780192833600Provides a modern verse translation of the story of a group of pilgrims who pass the time during their journey by telling each other tales,Fiction,,,0.004143991973251104,0.01311612781137228,0.0021720263175666332,0.008826169185340405,0.9593763947486877,0.0018334515625610948,0.010531886480748653
9780192833761,0192833766,Complete Shorter Fiction,Oscar Wilde,Fiction,http://books.google.com/books/content?id=__pdWkR_WXQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"For the first time in one volume, this complete collection of all the short fiction Oscar Wilde published contains such social and literary parodies as ""Lord Arthur Savile's Crime"" and ""The Canterville Ghost;"" such well-known fairy tales as ""The Happy Prince,"" ""The Young King,"" and ""The Fisherman and his Soul;"" an imaginary portrait of the dedicatee of Shakespeare's Sonnets entitled ""The Portrait of Mr. W.H.;"" and the parables Wilde referred to as ""Poems in Prose,"" including ""The Artist,"" ""The House of Judgment,"" and ""The Teacher of Wisdom.""",1998.0,4.16,288.0,1167.0,Complete Shorter Fiction,"9780192833761For the first time in one volume, this complete collection of all the short fiction Oscar Wilde published contains such social and literary parodies as ""Lord Arthur Savile's Crime"" and ""The Canterville Ghost;"" such well-known fairy tales as ""The Happy Prince,"" ""The Young King,"" and ""The Fisherman and his Soul;"" an imaginary portrait of the dedicatee of Shakespeare's Sonnets entitled ""The Portrait of Mr. W.H.;"" and the parables Wilde referred to as ""Poems in Prose,"" including ""The Artist,"" ""The House of Judgment,"" and ""The Teacher of Wisdom.""",Fiction,,,0.09226159751415253,0.07227285951375961,0.08518298715353012,0.38099998235702515,0.8477743268013,0.19697237014770508,0.07843979448080063
9780192834409,0192834401,The Castle of Otranto,Horace Walpole,Fiction,http://books.google.com/books/content?id=juUIspq7CGwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"First published pseudonymously in 1764, The Castle of Otranto purported to be a translation of an Italian story of the time of the crusades. In it Walpole attempted, as he declared in the Preface to the second edition, `to blend the two kinds of romance: the ancient and the modern'. He gives us a series of catastrophes, ghostly interventions, revelations of identity, and exciting contests. Crammed with invention, entertainment, terror, and pathos, the novel was an immediate success and Walpole's own favourite among his numerous works. His friend, the poet Thomas Gray, wrote that he and his family, having read Otranto, were now `afraid to go to bed o'nights'. The novel is here reprinted from a text of 1798, the last that Walpole himself prepared for the press.",1998.0,3.18,125.0,15390.0,The Castle of Otranto: A Gothic Story,"9780192834409First published pseudonymously in 1764, The Castle of Otranto purported to be a translation of an Italian story of the time of the crusades. In it Walpole attempted, as he declared in the Preface to the second edition, `to blend the two kinds of romance: the ancient and the modern'. He gives us a series of catastrophes, ghostly interventions, revelations of identity, and exciting contests. Crammed with invention, entertainment, terror, and pathos, the novel was an immediate success and Walpole's own favourite among his numerous works. His friend, the poet Thomas Gray, wrote that he and his family, having read Otranto, were now `afraid to go to bed o'nights'. The novel is here reprinted from a text of 1798, the last that Walpole himself prepared for the press.",Fiction,,,0.0641336739063263,0.10400678217411041,0.9860025644302368,0.20445097982883453,0.9354744553565979,0.11169024556875229,0.14945323765277863
9780192834423,0192834428,The Bostonians,Henry James,Fiction,http://books.google.com/books/content?id=hGX8aqWTX_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Olive Chancellor and Basil Ransom, cousins, clash, when Olive wants Verena Tarrant to use her eloquence for the woman's movement, and Basil wants Verena to give up politics and marry him.",1998.0,3.59,504.0,84.0,The Bostonians,"9780192834423Olive Chancellor and Basil Ransom, cousins, clash, when Olive wants Verena Tarrant to use her eloquence for the woman's movement, and Basil wants Verena to give up politics and marry him.",Fiction,,,0.9476336240768433,0.10400678217411041,0.051362860947847366,0.04056445509195328,0.5494765043258667,0.11169024556875229,0.07876549661159515
9780192835093,0192835092,The Karamazov Brothers,Fyodor Dostoevsky;Ignat Avsey,Fiction,http://books.google.com/books/content?id=uErHu34S6bQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Dostoevsky's last and greatest novel, The Karamazov Brothers (1880) is both a brilliantly told crime story and a passionate philosophical debate. The dissolute landowner Fyodor Pavlovich Karamazov is murdered; his sons--the atheist intellectual Ivan, the hot-blooded Dmitry, and the saintly novice Alyosha--are all involved at some level. Brilliantly bound up with this psychological drama is Dostoevsky's intense and disturbing exploration of many deeply felt ideas about the existence of God, freedom of will, the collective nature of guilt, and the disastrous consequences of rationalism. Filled with eloquent voices, this new translation fully realizes the power and dramatic virtuosity of Dostoevsky's most brilliant work. About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",1998.0,4.32,1054.0,232.0,The Karamazov Brothers,"9780192835093Dostoevsky's last and greatest novel, The Karamazov Brothers (1880) is both a brilliantly told crime story and a passionate philosophical debate. The dissolute landowner Fyodor Pavlovich Karamazov is murdered; his sons--the atheist intellectual Ivan, the hot-blooded Dmitry, and the saintly novice Alyosha--are all involved at some level. Brilliantly bound up with this psychological drama is Dostoevsky's intense and disturbing exploration of many deeply felt ideas about the existence of God, freedom of will, the collective nature of guilt, and the disastrous consequences of rationalism. Filled with eloquent voices, this new translation fully realizes the power and dramatic virtuosity of Dostoevsky's most brilliant work. About the Series: For over 100 years Oxford World's Classics has made available the broadest spectrum of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, voluminous notes to clarify the text, up-to-date bibliographies for further study, and much more.",Fiction,,,0.4197637736797333,0.11236486583948135,0.9166725277900696,0.522450864315033,0.8430864214897156,0.41667303442955017,0.08955508470535278
